ID,N_VICTIMAS,FECHA,HORA,PARTICIPANTES,VICTIMA,ACUSADO
2016-0001,1,2016-01-01,04:00:00,MOTO-AUTO,0,0
2016-0002,1,2016-01-02,01:15:00,AUTO-PASAJEROS,1,1
2016-0003,1,2016-01-03,07:00:00,MOTO-AUTO,0,0
2016-0004,1,2016-01-10,00:00:00,MOTO-SD,0,2
2016-0005,1,2016-01-21,05:20:00,MOTO-PASAJEROS,0,1
2016-0008,1,2016-01-24,18:30:00,MOTO-OBJETO FIJO,0,3
2016-0009,1,2016-01-24,19:10:00,MOTO-AUTO,0,0
2016-0010,1,2016-01-29,15:20:00,MOTO-AUTO,0,0
2016-0012,1,2016-02-08,01:20:00,MOTO-CARGAS,0,4
2016-0013,1,2016-02-10,11:30:00,PEATON-AUTO,2,0
2016-0015,1,2016-02-14,05:14:00,PEATON-AUTO,2,0
2016-0016,1,2016-02-14,22:00:00,MOTO-AUTO,0,0
2016-0017,1,2016-02-15,16:54:00,PEATON-MOTO,2,5
2016-0019,1,2016-02-17,09:30:00,PEATON-PASAJEROS,2,1
2016-0020,1,2016-02-17,16:00:00,PEATON-AUTO,2,0
2016-0021,1,2016-02-17,23:35:00,AUTO-AUTO,1,0
2016-0022,1,2016-02-21,06:00:00,MOTO-AUTO,0,0
2016-0025,1,2016-02-28,04:50:00,AUTO-AUTO,1,0
2016-0026,1,2016-02-28,07:30:00,AUTO-OBJETO FIJO,1,3
2016-0027,1,2016-02-28,09:35:00,AUTO-AUTO,1,0
2016-0028,1,2016-03-02,10:00:00,PEATON-CARGAS,2,4
2016-0029,1,2016-03-04,17:30:00,PEATON-PASAJEROS,2,1
2016-0031,1,2016-03-08,12:30:00,MOTO-PASAJEROS,0,1
2016-0034,1,2016-03-12,12:30:00,PEATON-PASAJEROS,2,1
2016-0035,1,2016-03-13,06:00:00,MOTO-PASAJEROS,0,1
2016-0036,1,2016-03-14,00:15:00,MOTO-PASAJEROS,0,1
2016-0037,1,2016-03-19,11:00:00,MOTO-MOTO,0,5
2016-0038,1,2016-03-21,08:06:00,PEATON-PASAJEROS,2,1
2016-0039,1,2016-03-23,01:50:00,MOTO-PASAJEROS,0,1
2016-0041,2,2016-03-29,11:00:00,MOTO-CARGAS,0,4
2016-0043,1,2016-03-30,18:15:00,PEATON-CARGAS,2,4
2016-0044,1,2016-03-31,19:40:00,MULTIPLE,0,6
2016-0045,1,2016-04-11,10:25:00,MOTO-SD,0,2
2016-0047,1,2016-04-15,05:30:00,PEATON-PASAJEROS,2,1
2016-0048,1,2016-04-15,17:40:00,PEATON-PASAJEROS,2,1
2016-0049,1,2016-04-17,00:00:00,SD-SD,3,2
2016-0050,1,2016-04-19,09:50:00,PEATON-PASAJEROS,2,1
2016-0051,1,2016-04-20,04:00:00,MOTO-CARGAS,0,4
2016-0052,1,2016-04-20,20:00:00,MOTO-SD,0,2
2016-0053,1,2016-04-22,09:30:00,PEATON-PASAJEROS,2,1
2016-0054,1,2016-04-23,21:00:00,MOTO-MOTO,0,5
2016-0055,1,2016-04-25,20:30:00,PEATON-CARGAS,2,4
2016-0056,1,2016-04-26,04:45:00,MOTO-OBJETO FIJO,0,3
2016-0058,1,2016-05-04,14:00:00,PEATON-MOTO,2,5
2016-0059,1,2016-05-08,16:30:00,PEATON-PASAJEROS,2,1
2016-0064,1,2016-05-14,18:11:00,PEATON-PASAJEROS,2,1
2016-0065,1,2016-05-20,14:40:00,PEATON-AUTO,2,0
2016-0067,1,2016-05-21,17:00:00,MOTO-PASAJEROS,0,1
2016-0068,1,2016-05-22,22:00:00,MOTO-PASAJEROS,0,1
2016-0069,1,2016-05-23,03:30:00,AUTO-CARGAS,1,4
2016-0073,1,2016-06-11,15:00:00,MOTO-CARGAS,0,4
2016-0074,1,2016-06-12,06:40:00,AUTO-AUTO,1,0
2016-0075,1,2016-06-12,23:13:00,PEATON-AUTO,2,0
2016-0076,1,2016-06-13,16:20:00,PEATON-PASAJEROS,2,1
2016-0077,1,2016-06-13,21:52:00,PEATON-PASAJEROS,2,1
2016-0078,1,2016-06-13,23:01:00,MOTO-MOTO,0,5
2016-0079,1,2016-06-16,17:13:00,AUTO-AUTO,1,0
2016-0080,1,2016-06-18,06:42:00,AUTO-SD,1,2
2016-0081,1,2016-06-22,07:42:00,MOTO-AUTO,0,0
2016-0082,1,2016-06-27,18:24:00,PEATON-AUTO,2,0
2016-0083,1,2016-06-28,20:46:00,PEATON-MOTO,2,5
2016-0084,1,2016-06-29,22:00:00,PEATON-PASAJEROS,2,1
2016-0085,1,2016-06-29,22:00:00,MOTO-MOVIL,0,7
2016-0086,1,2016-06-30,16:10:00,PEATON-PASAJEROS,2,1
2016-0087,1,2016-07-02,00:10:00,MOTO-OBJETO FIJO,0,3
2016-0088,1,2016-07-11,15:30:00,PEATON-AUTO,2,0
2016-0089,1,2016-07-14,06:40:00,PEATON-AUTO,2,0
2016-0090,1,2016-07-14,22:00:00,PEATON-PASAJEROS,2,1
2016-0092,1,2016-07-15,11:00:00,MOTO-CARGAS,0,4
2016-0093,1,2016-07-17,03:30:00,AUTO-AUTO,1,0
2016-0095,1,2016-07-23,06:12:00,MOTO-AUTO,0,0
2016-0096,1,2016-07-25,07:00:00,MOTO-CARGAS,0,4
2016-0097,1,2016-07-26,18:45:00,PEATON-AUTO,2,0
2016-0098,1,2016-07-27,16:08:00,MOTO-CARGAS,0,4
2016-0099,1,2016-07-29,16:00:00,CARGAS-CARGAS,4,4
2016-0100,1,2016-08-03,23:27:00,MOTO-OBJETO FIJO,0,3
2016-0101,1,2016-08-07,19:42:00,SD-SD,3,2
2016-0102,1,2016-08-10,23:37:00,MOTO-CARGAS,0,4
2016-0104,1,2016-08-14,21:15:00,MOTO-PASAJEROS,0,1
2016-0105,1,2016-08-17,00:05:00,PEATON-PASAJEROS,2,1
2016-0106,1,2016-08-19,21:02:00,PEATON-PASAJEROS,2,1
2016-0107,1,2016-08-20,08:22:00,MOTO-AUTO,0,0
2016-0109,1,2016-08-24,05:45:00,AUTO-OBJETO FIJO,1,3
2016-0110,1,2016-08-24,20:21:00,PEATON-SD,2,2
2016-0111,1,2016-08-25,09:30:00,MOTO-CARGAS,0,4
2016-0112,1,2016-08-27,04:40:00,MOTO-OBJETO FIJO,0,3
2016-0113,1,2016-08-27,16:45:00,PEATON-PASAJEROS,2,1
2016-0114,1,2016-08-31,11:20:00,BICICLETA-CARGAS,5,4
2016-0115,1,2016-09-02,11:50:00,SD-CARGAS,3,4
2016-0116,1,2016-09-02,20:20:00,MOTO-AUTO,0,0
2016-0117,1,2016-09-03,15:30:00,AUTO-AUTO,1,0
2016-0118,1,2016-09-04,03:30:00,AUTO-AUTO,1,0
2016-0119,1,2016-09-04,06:40:00,SD-SD,3,2
2016-0122,1,2016-09-13,07:10:00,BICICLETA-PASAJEROS,5,1
2016-0123,1,2016-09-14,09:00:00,MOTO-AUTO,0,0
2016-0124,1,2016-09-16,15:24:00,PEATON-PASAJEROS,2,1
2016-0125,1,2016-09-17,12:14:00,MOTO-MOTO,0,5
2016-0126,2,2016-09-18,22:45:00,AUTO-CARGAS,1,4
2016-0127,1,2016-09-24,10:25:00,PEATON-PASAJEROS,2,1
2016-0128,1,2016-10-02,11:30:00,PEATON-PASAJEROS,2,1
2016-0130,1,2016-10-04,12:30:00,MOTO-CARGAS,0,4
2016-0131,1,2016-10-09,19:13:00,PEATON-AUTO,2,0
2016-0132,1,2016-10-10,02:30:00,AUTO-PASAJEROS,1,1
2016-0133,1,2016-10-14,00:05:00,MOTO-AUTO,0,0
2016-0134,1,2016-10-23,05:00:00,MOTO-OBJETO FIJO,0,3
2016-0135,1,2016-10-24,05:00:00,PEATON-SD,2,2
2016-0136,1,2016-10-25,00:00:00,MOTO-CARGAS,0,4
2016-0137,1,2016-10-25,00:39:00,MOTO-MOTO,0,5
2016-0138,1,2016-10-27,20:30:00,BICICLETA-CARGAS,5,4
2016-0139,1,2016-10-28,23:00:00,MOTO-MOTO,0,5
2016-0140,1,2016-10-31,02:58:00,PASAJEROS-PASAJEROS,6,1
2016-0142,1,2016-11-05,23:30:00,MOTO-PASAJEROS,0,1
2016-0143,1,2016-11-06,04:41:00,MOTO-SD,0,2
2016-0144,1,2016-11-07,12:10:00,PEATON-PASAJEROS,2,1
2016-0145,1,2016-11-07,20:56:00,MOTO-AUTO,0,0
2016-0146,1,2016-11-09,20:00:00,PEATON-PASAJEROS,2,1
2016-0147,1,2016-11-16,21:15:00,MOVIL-PASAJEROS,7,1
2016-0148,1,2016-11-16,22:20:00,MOTO-MOTO,0,5
2016-0150,1,2016-11-18,18:20:00,CARGAS-CARGAS,4,4
2016-0151,1,2016-11-18,20:35:00,PEATON-SD,2,2
2016-0152,1,2016-11-23,21:10:00,MOTO-AUTO,0,0
2016-0153,1,2016-11-25,15:42:00,PEATON-MOTO,2,5
2016-0154,1,2016-11-26,14:14:00,MOTO-MOTO,0,5
2016-0155,1,2016-11-26,16:50:00,PEATON-AUTO,2,0
2016-0156,1,2016-11-26,19:40:00,MOTO-PASAJEROS,0,1
2016-0157,1,2016-12-03,06:40:00,MOTO-MOTO,0,5
2016-0159,1,2016-12-04,07:21:00,AUTO-SD,1,2
2016-0160,1,2016-12-06,05:30:00,CARGAS-OBJETO FIJO,4,3
2016-0161,1,2016-12-06,07:22:00,PEATON-PASAJEROS,2,1
2016-0162,1,2016-12-07,05:00:00,PEATON-AUTO,2,0
2016-0163,1,2016-12-10,07:30:00,MOTO-AUTO,0,0
2016-0164,1,2016-12-11,06:16:00,AUTO-AUTO,1,0
2016-0165,1,2016-12-12,08:25:00,BICICLETA-PASAJEROS,5,1
2016-0168,1,2016-12-13,10:40:00,MOTO-AUTO,0,0
2016-0169,1,2016-12-15,15:30:00,MOTO-PASAJEROS,0,1
2016-0170,1,2016-12-19,17:10:00,MOTO-AUTO,0,0
2016-0171,1,2016-12-25,19:00:00,MOTO-MOTO,0,5
2016-0172,1,2016-12-26,08:00:00,MOTO-CARGAS,0,4
2016-0173,1,2016-12-26,19:52:00,MOTO-CARGAS,0,4
2016-0174,1,2016-12-27,00:00:00,SD-SD,3,2
2016-0175,1,2016-12-27,08:15:00,PEATON-BICICLETA,2,8
2016-0176,1,2016-12-28,01:41:00,MOTO-PASAJEROS,0,1
2016-0177,1,2016-12-29,04:00:00,PEATON-AUTO,2,0
2016-0178,1,2016-12-30,16:18:00,MULTIPLE,2,6
2017-0001,1,2017-01-02,01:00:00,MOTO-CARGAS,0,4
2017-0003,1,2017-01-05,03:10:00,CARGAS-CARGAS,4,4
2017-0007,1,2017-01-11,17:00:00,MULTIPLE,2,6
2017-0008,1,2017-01-16,00:40:00,MOTO-PASAJEROS,0,1
2017-0009,1,2017-01-16,13:56:00,MOTO-CARGAS,0,4
2017-0010,1,2017-01-16,16:30:00,MOTO-AUTO,0,0
2017-0011,1,2017-01-22,02:30:00,MOTO-OBJETO FIJO,0,3
2017-0012,1,2017-01-24,14:00:00,MOTO-CARGAS,0,4
2017-0013,1,2017-01-27,07:00:00,PEATON-CARGAS,2,4
2017-0014,1,2017-01-28,08:27:34,MULTIPLE,0,6
2017-0015,1,2017-02-02,15:18:03,PEATON-AUTO,2,0
2017-0016,1,2017-02-03,05:12:21,MOTO-CARGAS,0,4
2017-0017,1,2017-02-06,08:00:00,MOTO-AUTO,0,0
2017-0018,1,2017-02-09,07:00:00,MOTO-AUTO,0,0
2017-0021,1,2017-02-18,05:30:00,MOTO-PASAJEROS,0,1
2017-0024,1,2017-02-23,20:50:00,PEATON-PASAJEROS,2,1
2017-0025,1,2017-02-24,17:05:00,MOTO-SD,0,2
2017-0026,2,2017-02-26,05:15:00,AUTO-OBJETO FIJO,1,3
2017-0027,1,2017-02-26,21:57:00,PEATON-AUTO,2,0
2017-0028,1,2017-02-28,09:20:00,PEATON-AUTO,2,0
2017-0029,1,2017-03-07,02:15:00,SD-AUTO,3,0
2017-0030,1,2017-03-07,08:00:00,AUTO-PASAJEROS,1,1
2017-0031,1,2017-03-11,01:30:00,AUTO-OBJETO FIJO,1,3
2017-0032,1,2017-03-12,05:00:00,AUTO-AUTO,1,0
2017-0033,1,2017-03-12,07:30:00,AUTO-AUTO,1,0
2017-0034,1,2017-03-13,07:50:00,PEATON-AUTO,2,0
2017-0035,3,2017-03-23,05:00:00,AUTO-OBJETO FIJO,1,3
2017-0036,2,2017-03-29,18:00:00,MOTO-PASAJEROS,0,1
2017-0037,1,2017-03-31,03:00:00,MOTO-CARGAS,0,4
2017-0038,1,2017-04-01,19:00:00,MOTO-AUTO,0,0
2017-0040,1,2017-04-03,09:40:00,MULTIPLE,1,6
2017-0041,1,2017-04-03,23:15:00,MOTO-AUTO,0,0
2017-0042,1,2017-04-10,09:00:00,MOTO-CARGAS,0,4
2017-0045,1,2017-04-14,06:15:00,MOTO-OBJETO FIJO,0,3
2017-0047,1,2017-04-23,06:30:00,MOTO-AUTO,0,0
2017-0049,1,2017-04-27,18:16:00,PEATON-PASAJEROS,2,1
2017-0050,2,2017-04-28,11:08:08,MOTO-CARGAS,0,4
2017-0051,1,2017-05-01,03:47:47,AUTO-AUTO,1,0
2017-0052,1,2017-05-05,03:40:00,PEATON-CARGAS,2,4
2017-0053,1,2017-05-05,20:16:22,MOTO-CARGAS,0,4
2017-0054,1,2017-05-07,21:00:00,MOTO-AUTO,0,0
2017-0055,1,2017-05-09,08:30:00,AUTO-AUTO,1,0
2017-0058,1,2017-05-09,23:10:00,PEATON-MOTO,2,5
2017-0059,1,2017-05-11,09:24:00,PEATON-PASAJEROS,2,1
2017-0060,1,2017-05-13,07:20:00,MOTO-OBJETO FIJO,0,3
2017-0061,1,2017-05-15,13:29:30,PEATON-MOTO,2,5
2017-0062,1,2017-05-15,16:00:00,MOTO-CARGAS,0,4
2017-0063,1,2017-05-17,10:13:00,PEATON-PASAJEROS,2,1
2017-0064,1,2017-05-20,05:00:00,CARGAS-AUTO,4,0
2017-0065,1,2017-05-22,16:00:00,BICICLETA-CARGAS,5,4
2017-0066,1,2017-05-22,18:10:00,PEATON-PASAJEROS,2,1
2017-0067,1,2017-05-23,02:45:00,MOTO-CARGAS,0,4
2017-0068,1,2017-05-27,19:50:00,MOTO-OBJETO FIJO,0,3
2017-0069,1,2017-05-24,14:15:00,MOTO-SD,0,2
2017-0070,1,2017-05-30,13:20:00,PEATON-AUTO,2,0
2017-0072,1,2017-06-03,23:20:00,AUTO-AUTO,1,0
2017-0073,1,2017-06-04,09:00:00,MOTO-AUTO,0,0
2017-0074,1,2017-06-04,12:50:00,SD-SD,3,2
2017-0075,1,2017-06-12,22:38:00,PEATON-MOTO,2,5
2017-0076,1,2017-06-13,14:50:00,PEATON-CARGAS,2,4
2017-0077,1,2017-06-17,23:45:00,MOTO-CARGAS,0,4
2017-0079,1,2017-06-19,16:26:00,MOTO-CARGAS,0,4
2017-0080,1,2017-06-22,10:15:00,PEATON-CARGAS,2,4
2017-0082,1,2017-06-25,22:40:00,PEATON-AUTO,2,0
2017-0083,1,2017-07-04,00:25:00,MOTO-CARGAS,0,4
2017-0084,1,2017-07-05,12:49:00,PEATON-PASAJEROS,2,1
2017-0085,1,2017-07-07,14:15:00,PEATON-PASAJEROS,2,1
2017-0086,1,2017-07-09,07:30:00,PEATON-MOTO,2,5
2017-0087,1,2017-07-10,10:45:00,PEATON-AUTO,2,0
2017-0088,1,2017-07-10,22:30:00,PEATON-PASAJEROS,2,1
2017-0089,1,2017-07-13,12:05:00,SD-AUTO,3,0
2017-0090,1,2017-07-15,05:15:00,PEATON-AUTO,2,0
2017-0091,1,2017-07-15,13:00:00,MOTO-SD,0,2
2017-0092,1,2017-07-24,22:16:01,PEATON-AUTO,2,0
2017-0093,1,2017-07-25,16:48:40,PEATON-AUTO,2,0
2017-0094,1,2017-07-27,08:50:00,BICICLETA-CARGAS,5,4
2017-0095,1,2017-08-06,08:00:00,MOTO-AUTO,0,0
2017-0096,1,2017-08-07,19:50:00,PEATON-PASAJEROS,2,1
2017-0098,1,2017-08-08,12:10:00,PEATON-AUTO,2,0
2017-0099,1,2017-08-17,19:45:00,BICICLETA-AUTO,5,0
2017-0100,1,2017-08-21,07:45:00,MOTO-OBJETO FIJO,0,3
2017-0101,1,2017-08-23,10:00:00,MULTIPLE,2,6
2017-0102,1,2017-08-24,01:10:00,PEATON-CARGAS,2,4
2017-0104,1,2017-08-25,09:00:00,PEATON-CARGAS,2,4
2017-0106,1,2017-08-31,19:50:00,PEATON-PASAJEROS,2,1
2017-0107,1,2017-09-01,11:30:00,MOTO-CARGAS,0,4
2017-0108,2,2017-09-02,04:53:08,AUTO-OBJETO FIJO,8,0
2017-0109,1,2017-09-04,21:00:00,MOTO-AUTO,0,0
2017-0110,1,2017-09-06,14:15:00,PEATON-PASAJEROS,2,1
2017-0111,1,2017-09-07,18:23:37,PEATON-CARGAS,2,4
2017-0112,2,2017-09-10,09:32:17,AUTO-OBJETO FIJO,1,3
2017-0113,1,2017-09-11,06:30:00,PEATON-PASAJEROS,2,1
2017-0114,1,2017-09-15,02:30:00,AUTO-OBJETO FIJO,1,3
2017-0115,1,2017-09-19,18:52:33,MOTO-BICICLETA,0,8
2017-0116,1,2017-09-20,22:24:00,MOTO-OBJETO FIJO,0,3
2017-0118,1,2017-09-22,07:02:09,MOTO-AUTO,0,0
2017-0120,1,2017-10-02,15:55:33,MOTO-CARGAS,0,4
2017-0123,1,2017-10-10,01:05:38,PEATON-AUTO,2,0
2017-0124,1,2017-10-12,14:40:28,MOTO-PASAJEROS,0,1
2017-0125,1,2017-10-13,06:12:20,MOTO-OBJETO FIJO,0,3
2017-0126,2,2017-10-14,06:15:00,AUTO-OBJETO FIJO,1,3
2017-0127,1,2017-10-16,07:45:00,MOTO-MOTO,0,5
2017-0128,1,2017-10-17,12:30:00,PEATON-PASAJEROS,2,1
2017-0129,1,2017-10-26,19:15:15,MOTO-PASAJEROS,0,1
2017-0130,1,2017-10-27,05:30:00,AUTO-CARGAS,1,4
2017-0132,1,2017-10-30,14:00:00,MOTO-PASAJEROS,0,1
2017-0134,1,2017-11-06,18:00:00,PEATON-PASAJEROS,2,1
2017-0135,1,2017-11-07,12:14:10,MOTO-CARGAS,0,4
2017-0136,1,2017-11-16,08:43:00,PEATON-PASAJEROS,2,1
2017-0137,1,2017-11-17,11:45:00,PEATON-CARGAS,2,4
2017-0138,1,2017-11-19,10:30:00,MOTO-OBJETO FIJO,0,3
2017-0139,1,2017-11-19,22:30:00,AUTO-OBJETO FIJO,1,3
2017-0140,1,2017-11-19,23:22:17,MOTO-PASAJEROS,0,1
2017-0141,1,2017-11-23,19:45:00,PEATON-PASAJEROS,2,1
2017-0143,1,2017-11-25,21:45:00,AUTO-PASAJEROS,1,1
2017-0144,1,2017-11-26,06:45:00,AUTO-OBJETO FIJO,1,3
2017-0145,1,2017-11-26,17:05:00,MOTO-AUTO,0,0
2017-0147,1,2017-11-28,11:15:00,MOTO-AUTO,0,0
2017-0148,1,2017-11-29,10:45:00,PEATON-PASAJEROS,2,1
2017-0149,1,2017-11-30,12:20:00,PEATON-PASAJEROS,2,1
2017-0150,1,2017-12-04,01:15:00,PEATON-AUTO,2,0
2017-0151,1,2017-12-04,02:15:00,PEATON-PASAJEROS,2,1
2017-0152,1,2017-12-06,17:30:00,BICICLETA-PASAJEROS,5,1
2017-0153,2,2017-12-11,02:00:00,MOTO-PASAJEROS,0,1
2017-0154,1,2017-12-11,09:15:00,PEATON-PASAJEROS,2,1
2017-0155,1,2017-12-12,21:25:41,SD-MOTO,3,5
2017-0157,1,2017-12-17,09:02:00,AUTO-PASAJEROS,1,1
2017-0158,1,2017-12-18,21:30:00,MOTO-AUTO,0,0
2017-0159,1,2017-12-20,04:31:27,MOTO-AUTO,0,0
2017-0160,1,2017-12-22,13:15:00,PEATON-MOTO,2,5
2017-0161,1,2017-12-26,15:30:00,PEATON-AUTO,2,0
2018-0001,1,2018-01-01,22:50:00,PEATON-MOTO,2,5
2018-0002,1,2018-01-03,16:40:00,BICICLETA-PASAJEROS,5,1
2018-0003,1,2018-01-05,10:12:00,MULTIPLE,2,6
2018-0004,1,2018-01-09,09:40:00,MULTIPLE,0,6
2018-0005,1,2018-01-09,22:30:00,PEATON-PASAJEROS,2,1
2018-0006,1,2018-01-10,21:15:00,BICICLETA-PASAJEROS,5,1
2018-0007,1,2018-01-11,02:30:00,AUTO-AUTO,1,0
2018-0008,1,2018-01-12,17:50:00,MOTO-CARGAS,0,4
2018-0009,1,2018-01-14,02:00:00,MOTO-MOTO,0,5
2018-0010,1,2018-01-18,05:10:00,MOTO-CARGAS,0,4
2018-0011,1,2018-01-19,10:30:00,PEATON-PASAJEROS,2,1
2018-0012,1,2018-01-26,13:30:00,MOTO-PASAJEROS,0,1
2018-0013,1,2018-01-28,08:15:00,MOTO-AUTO,0,0
2018-0014,1,2018-01-31,20:00:00,PEATON-MOTO,2,5
2018-0015,2,2018-02-06,01:00:00,MOTO-PASAJEROS,0,1
2018-0016,1,2018-02-15,10:15:00,MOTO-CARGAS,0,4
2018-0017,1,2018-02-17,04:15:00,PEATON-AUTO,2,0
2018-0018,1,2018-02-17,07:15:00,MOTO-CARGAS,0,4
2018-0019,1,2018-02-17,12:30:00,PEATON-PASAJEROS,2,1
2018-0020,1,2018-02-19,22:00:00,MOTO-CARGAS,0,4
2018-0021,1,2018-02-22,10:45:00,PEATON-PASAJEROS,2,1
2018-0022,1,2018-02-24,00:00:00,MOTO-CARGAS,0,4
2018-0023,1,2018-02-24,06:00:00,MOTO-AUTO,0,0
2018-0024,1,2018-02-28,23:00:00,PEATON-CARGAS,2,4
2018-0025,1,2018-03-04,22:30:00,PEATON-AUTO,2,0
2018-0026,2,2018-03-09,04:45:00,MOVIL-CARGAS,7,4
2018-0027,1,2018-03-11,23:00:00,PEATON-MOTO,2,5
2018-0028,1,2018-03-13,15:45:00,PEATON-CARGAS,2,4
2018-0029,1,2018-03-15,18:00:00,MOTO-AUTO,0,0
2018-0030,1,2018-03-20,01:30:00,MOTO-MOTO,0,5
2018-0031,1,2018-03-28,10:15:00,MOTO-CARGAS,0,4
2018-0032,1,2018-04-02,13:00:00,PEATON-PASAJEROS,2,1
2018-0033,1,2018-04-07,07:30:00,MOTO-CARGAS,0,4
2018-0034,1,2018-04-11,18:15:00,PEATON-PASAJEROS,2,1
2018-0035,1,2018-04-12,16:45:00,PEATON-PASAJEROS,2,1
2018-0036,1,2018-04-13,23:15:00,MOTO-AUTO,0,0
2018-0037,1,2018-04-18,18:45:00,PEATON-CARGAS,2,4
2018-0038,2,2018-04-20,17:10:00,PEATON-AUTO,2,0
2018-0039,1,2018-04-21,22:15:00,PEATON-AUTO,2,0
2018-0040,1,2018-04-27,11:00:00,PEATON-CARGAS,2,4
2018-0041,1,2018-04-27,13:30:00,PEATON-PASAJEROS,2,1
2018-0042,1,2018-04-27,18:43:00,MOTO-CARGAS,0,4
2018-0043,1,2018-04-28,06:30:00,MOTO-AUTO,0,0
2018-0044,1,2018-04-28,09:00:00,PEATON-AUTO,2,0
2018-0045,1,2018-04-30,07:00:00,AUTO-CARGAS,1,4
2018-0046,1,2018-05-02,03:15:00,PEATON-AUTO,2,0
2018-0047,1,2018-05-08,19:00:00,PEATON-PASAJEROS,2,1
2018-0048,1,2018-05-09,10:30:00,PEATON-PASAJEROS,2,1
2018-0049,1,2018-05-11,19:15:00,PEATON-AUTO,2,0
2018-0050,1,2018-05-14,18:45:00,PEATON-PASAJEROS,2,1
2018-0051,1,2018-05-15,21:15:00,PEATON-AUTO,2,0
2018-0052,1,2018-05-18,20:30:00,PEATON-PASAJEROS,2,1
2018-0053,1,2018-05-20,02:30:00,MOTO-AUTO,0,0
2018-0054,1,2018-05-22,11:15:00,PEATON-BICICLETA,2,8
2018-0055,1,2018-05-29,07:30:00,MOTO-AUTO,0,0
2018-0056,1,2018-06-02,13:00:00,PEATON-PASAJEROS,2,1
2018-0057,1,2018-06-03,03:30:00,MOTO-PASAJEROS,0,1
2018-0058,1,2018-06-03,06:30:00,MOTO-AUTO,0,0
2018-0059,1,2018-06-08,06:20:00,MOTO-MOVIL,0,7
2018-0060,1,2018-06-08,12:50:00,PEATON-PASAJEROS,2,1
2018-0061,1,2018-06-10,11:15:00,MOTO-MOTO,0,5
2018-0062,1,2018-06-14,01:00:00,PEATON-CARGAS,2,4
2018-0063,1,2018-06-16,21:15:00,PEATON-PASAJEROS,2,1
2018-0064,1,2018-06-25,01:15:00,AUTO-CARGAS,1,4
2018-0065,1,2018-06-26,17:30:00,MOTO-CARGAS,0,4
2018-0066,1,2018-06-28,11:00:00,PEATON-PASAJEROS,2,1
2018-0067,1,2018-06-29,16:15:00,PASAJEROS-AUTO,6,0
2018-0068,1,2018-07-01,09:00:00,MOTO-AUTO,0,0
2018-0069,1,2018-07-04,21:45:00,BICICLETA-PASAJEROS,5,1
2018-0070,1,2018-07-07,15:45:00,MOTO-PASAJEROS,0,1
2018-0071,1,2018-07-10,17:50:00,MOTO-CARGAS,0,4
2018-0072,1,2018-07-11,13:15:00,MOTO-CARGAS,0,4
2018-0073,1,2018-07-11,15:45:00,PEATON-CARGAS,2,4
